date,code,close,high,low,open,p_change,turnover,volume,t_volue
2011/3/30,'002230,44.73,46.16,44.73,45.5,-2.7609,1.1188,1422321,10785454155
2011/3/31,'002230,44.27,45,44.16,44.52,-1.0284,0.7383,938583,10674537345
2011/4/1,'002230,45.52,46.1,44.21,44.27,2.8236,1.1834,1504509,10975941720
2011/4/6,'002230,44.69,46.28,44.65,45.39,-1.8234,1.0824,1376030,10775809215
2011/4/7,'002230,42.5,44.94,42.45,44.6,-4.9004,3.1847,4048757,10247748750
2011/4/8,'002230,42.55,43.2,41.81,41.99,0.1176,1.9512,2480646,10259804925
2011/4/11,'002230,41.84,42.98,41.28,42.76,-1.6686,1.734,2204490,10088607240
2011/4/12,'002230,41.17,42,40.88,41.83,-1.6013,1.5278,1942365,9927054495
2011/4/13,'002230,43.93,43.96,41,41.16,6.7039,4.0045,5091084,10592555355
2011/4/14,'002230,44.44,45.4,43.54,43.82,1.1609,2.2453,2854553,10715528340
2011/4/15,'002230,43.66,44.6,42.89,44.6,-1.7552,1.1892,1511908,10527452010
2011/4/18,'002230,43.8,44,42.3,43.6,0.3207,1.439,1829406,10561209300
2011/4/19,'002230,42.82,43.7,42.6,43.55,-2.2374,1.0373,1318713,10324908270
2011/4/20,'002230,44.7,45.15,42.81,42.91,4.3905,2.1738,2763661,10778220450
2011/4/21,'002230,45.3,45.9,44.3,44.7,1.3423,2.0093,2554541,10922894550
2011/4/22,'002230,44.8,45.41,43.8,45.37,-1.1038,1.4007,1780776,10802332800
2011/4/25,'002230,44.25,44.7,44,44.69,-1.2277,0.9374,1191731,10669714875
2011/4/26,'002230,43.3,44.1,42.8,44.06,-2.1469,0.8535,1085034,10440647550
2011/4/27,'002230,42.5,43.58,42,43.31,-1.8476,0.907,1153052,10247748750
2011/4/28,'002230,42.5,43.27,42.4,42.5,0,0.7731,982884,10247748750
2011/4/29,'002230,43.3,44.28,42.5,42.9,1.8824,1.0761,1368121,10440647550
2011/5/3,'002230,44.2,44.6,43.5,43.5,2.0785,1.0569,1343647,10657658700
2011/5/4,'002230,44.17,45.44,44,44.5,-0.0679,1.4068,1788449,10650424995
2011/5/5,'002230,44.14,44.86,43.51,43.51,-0.0679,1.0552,1341562,10643191290
2011/5/6,'002230,45.27,45.9,43.6,44.05,2.56,2.3767,3021542,10915660845
2011/5/9,'002230,45,46.3,44.11,45.63,-0.5964,1.5561,1978256,11343476295
2011/5/10,'002230,44.45,45.6,44.29,44.82,-1.2222,1.2235,1555450,11204833807
2011/5/11,'002230,44.5,45.02,44.35,44.35,0.1125,0.6619,841540,11217437670
2011/5/12,'002230,43.13,44.8,43.1,44.3,-3.0787,1.0375,1319067,10872091836
2011/5/13,'002230,42.18,43.21,41.25,42.8,-2.2026,1.451,1844671,10632618447
2011/5/16,'002230,42.66,43.11,41.77,42,1.138,0.2299,554373,10753615528
2011/5/17,'002230,42.66,43.2,42.5,42.68,0,0.2421,583658,10753615528
2011/5/18,'002230,42.5,42.86,42.2,42.59,-0.3751,0.2619,631529,10713283168
2011/5/19,'002230,41.59,42.51,41.2,42.51,-2.1412,0.7075,1705992,10483892869
2011/5/20,'002230,40.33,41.5,40,40.9,-3.0296,0.9443,2276819,10166275533
2011/5/23,'002230,40,41.1,39.87,40.01,-0.8182,0.6877,1658212,10083090040
2011/5/24,'002230,40.5,40.99,39.3,39.3,1.25,0.4131,996045,10209128666
2011/5/25,'002230,40.46,41.28,40.41,40.6,-0.0988,0.3937,949405,10199045576
2011/5/26,'002230,38.38,40.98,37.91,40.55,-5.1409,0.8336,2009896,9674724893
2011/5/27,'002230,37,38.65,36.2,37.8,-3.5956,0.7085,1708303,9326858287
2011/5/30,'002230,35.85,36.99,35.51,36.7,-3.1081,0.7357,1773986,9036969448
2011/5/31,'002230,37.27,37.4,35.3,35.85,3.9609,0.6843,1650095,9394919145
