date,code,close,high,low,open,p_change,turnover,volume,t_volue
2014/11/13,'002230,28.47,30.12,28.21,30.03,-4.878,3.0019,19455358,22825672776
2014/11/14,'002230,28.24,28.45,27.35,28.25,-0.8079,1.5365,9957838,22641271486
2014/11/17,'002230,28.89,29.23,28.1,28.49,2.3017,1.643,10648042,23162405568
2014/11/18,'002230,28.5,29.1,28.3,28.89,-1.3499,1.1718,7594365,22849725119
2014/11/19,'002230,29.37,29.72,28.3,28.6,3.0526,2.2314,14461716,23547243043
2014/11/20,'002230,29.12,29.84,28.97,29.62,-0.8512,1.829,11854090,23346806858
2014/11/21,'002230,29.32,29.78,29.09,29.77,0.6868,1.7073,11064796,23507155806
2014/11/24,'002230,29.18,29.71,28.77,29.71,-0.4775,3.0912,20033912,23394911542
2014/11/25,'002230,29.61,29.86,29.07,29.29,1.4736,2.5071,16248662,23739661781
2014/11/26,'002230,30.24,30.66,29.8,29.81,2.1277,3.3772,21887759,24244760968
2014/11/27,'002230,29.69,30.5,29.4,30.2,-1.8188,2.8415,18415841,23803801360
2014/11/28,'002230,30.75,31.08,29.7,29.7,3.5702,5.5175,35759057,24653650786
2014/12/1,'002230,30.5,30.7,30.1,30.7,-0.813,2.7245,17657413,24453214601
2014/12/2,'002230,30.53,31.02,30.31,30.55,0.0984,2.5952,16819617,24477266943
2014/12/3,'002230,30.2,30.7,29.58,30.55,-1.0809,4.0564,26289726,24212691178
2014/12/4,'002230,30.41,30.96,30.15,30.21,0.6954,3.7249,24140980,24381057574
2014/12/5,'002230,29.21,30.7,28.78,30.62,-3.9461,4.0148,26020385,23418963885
2014/12/8,'002230,28.52,29.21,28.5,29.21,-2.3622,3.6035,23354165,22865760013
2014/12/9,'002230,28.45,29.95,28.03,28.64,-0.2454,4.1691,27019923,22809637882
2014/12/10,'002230,29.27,29.49,28.68,28.81,2.8822,1.8967,12292531,23467068569
2014/12/11,'002230,29.2,29.85,28.81,29.1,-0.2392,2.347,15211225,23410946437
2014/12/12,'002230,30.04,30.27,29.35,29.35,2.8767,3.1357,20322271,24084412020
2014/12/15,'002230,32,32.06,29.91,30,6.5246,6.8392,44324976,25655831712
2014/12/16,'002230,31.58,32.32,31.15,32,-1.3125,3.5123,22763604,25319098921
2014/12/17,'002230,30.46,31.43,30.01,31.43,-3.5465,4.2282,27403015,24421144811
2014/12/18,'002230,30.37,30.73,29.92,30.29,-0.2955,2.4621,15956817,24348987784
2014/12/19,'002230,29.24,30.33,28.89,30.33,-3.7208,2.8354,18376310,23443016227
2014/12/22,'002230,28.26,28.9,28,28.9,-3.3516,2.9529,19137805,22657306381
2014/12/23,'002230,28.44,29.28,28.28,28.54,0.6369,1.8806,12188369,22801620434
2014/12/24,'002230,29.2,29.34,28.44,28.7,2.6723,1.8763,12160199,23410946437
2014/12/25,'002230,28.95,29.34,28.66,29.3,-0.8562,1.3405,8687908,23210510252
2014/12/26,'002230,28.67,29.05,28.3,29.05,-0.9672,2.3256,15072135,22986021725
2014/12/29,'002230,27.52,28.43,27.5,28.43,-4.0112,3.1011,20098032,22064015272
2014/12/30,'002230,26.27,27.51,25.89,27.2,-4.5422,3.2487,21054842,21061834346
2014/12/31,'002230,26.65,26.88,26.03,26.04,1.4465,1.7509,11347891,21366497348
2015/1/5,'002230,27.4,27.5,26.02,26.68,2.8143,2.6279,17031202,21967805903
2015/1/6,'002230,27.72,27.97,26.96,27.3,1.1679,1.7927,11618708,22224364221
2015/1/7,'002230,27.2,27.78,26.96,27.5,-1.8759,1.7359,11250351,21807456955
2015/1/8,'002230,27.2,27.55,27.05,27.18,0,1.2867,8339376,21807456955
2015/1/9,'002230,27.1,27.87,27.08,27.1,-0.3676,1.7378,11262614,21727282481
2015/1/12,'002230,27.91,27.98,26.69,27.09,2.9889,2.2611,14654261,22376695721
2015/1/13,'002230,28.7,29.1,27.99,27.99,2.8305,3.4364,22271704,23010074067
2015/1/14,'002230,27.96,28.58,27.87,28.5,-2.5784,1.9785,12822512,22416782958
2015/1/15,'002230,27.98,28.38,27.82,28.09,0.0715,1.4326,9284886,22432817853
2015/1/16,'002230,28.83,29.19,27.8,27.98,3.0379,2.9516,19129481,23114300883
2015/1/19,'002230,29.92,30.55,27.9,28.3,3.7808,8.3382,54040083,23988202651
2015/1/20,'002230,31.78,31.97,29.73,30.06,6.2166,8.5024,55104396,25479447869
2015/1/21,'002230,31.82,32.66,31.17,31.92,0.1259,7.8698,51004347,25511517659
2015/1/22,'002230,35,35,31.48,31.5,9.9937,9.6498,62540871,28061065935
2015/1/23,'002230,34.08,35.95,33.49,35.03,-2.6286,9.014,58419934,27323460773
2015/1/26,'002230,34.52,35.16,33.9,34,1.2911,5.7074,36989766,27676228459
2015/1/27,'002230,35.9,36.5,34.31,34.36,3.9977,6.2954,40800557,28782636202
2015/1/28,'002230,33.94,36.26,33.65,35.61,-5.4596,7.0548,45722585,27211216510
2015/1/29,'002230,33.75,34.41,33.36,33.8,-0.5598,3.1137,20179787,27058885009
2015/1/30,'002230,32,34.19,31.8,33.9,-5.1852,4.8054,31144155,25655831712
2015/2/2,'002230,32.18,33.09,31.25,31.5,0.5625,3.2908,21327995,25800145765
2015/2/3,'002230,33.5,34.43,32.2,32.38,4.1019,4.7022,30474970,26858448824
2015/2/4,'002230,33.65,34.6,33.48,33.57,0.4478,3.8767,25125280,26978710535
2015/2/5,'002230,34.62,35.87,33.27,34,2.8826,5.551,35975968,27756402933
2015/2/6,'002230,32.76,35,32.5,34.65,-5.3726,3.8528,24970148,26265157715
2015/2/9,'002230,32.02,33.97,31.85,32.9,-2.2589,3.0315,19647269,25671866607
2015/2/10,'002230,34.11,34.15,31.98,32.06,6.5272,3.2214,20878315,27347513116
2015/2/11,'002230,34.26,35.15,33.91,34.1,0.4398,3.5396,22940357,27467774827
2015/2/12,'002230,35.99,36.66,34.02,34.26,5.0496,6.846,44369187,28854793229
2015/2/13,'002230,37.82,38.2,35.53,35.99,5.0847,6.9427,44995874,30321986105
2015/2/16,'002230,41.6,41.6,38.3,38.3,9.9947,8.9696,58131998,33352581226
2015/2/17,'002230,41.1,41.9,40.3,41.49,-1.2019,5.2262,33871085,32951708855
2015/2/25,'002230,39,42.27,38.7,40.58,-5.1095,5.5932,36249932,31268044899
2015/2/26,'002230,40.54,40.83,38.3,39.26,3.9487,4.7804,30981995,32502731800
2015/2/27,'002230,39.9,41.16,39.63,40.69,-1.5787,3.6923,23975510,32039192632
2015/3/2,'002230,40.07,40.75,38.7,39.8,0.4261,4.6422,30143720,32175700470
2015/3/3,'002230,40.36,42.38,39.1,39.7,0.7237,6.1936,40217619,32408566782
2015/3/4,'002230,43.42,43.98,40.03,40.25,7.5818,5.9523,38651084,34865707871
2015/3/5,'002230,42.96,46,42.69,45,-1.0594,6.3372,41150452,34496333721
2015/3/6,'002230,40.41,43.42,40.2,42.96,-5.9358,5.1536,33464815,32448716146
2015/3/9,'002230,41.68,42.22,40.05,40.41,3.1428,4.1553,26982481,33468509997
2015/3/10,'002230,42.09,43.56,41.58,41.68,0.9837,3.8491,24993759,33797734784
2015/3/11,'002230,41.28,42.48,40.9,42.28,-1.9244,2.6839,17427938,33147315084
2015/3/12,'002230,40.9,42.45,40,41.28,-0.9205,3.3923,22027569,32842179916
2015/3/13,'002230,43,43,40.68,41.8,5.1345,4.3949,28537953,34528453212
2015/3/16,'002230,46.45,47.3,43.5,44,8.0233,7.3139,47492401,37298759342
2015/3/17,'002230,45.41,47,44.89,46.65,-2.239,4.9275,31996529,36463652566
2015/3/18,'002230,46.1,47.23,44.81,45.98,1.5195,4.5473,29748952,37241935433
2015/3/19,'002230,47.76,48.39,45.61,46.25,3.6009,5.0612,33110989,38582968249
2015/3/20,'002230,46.55,48.19,45.93,47.65,-2.5335,5.9119,38676462,37605468426
2015/3/23,'002230,48,48.8,46.55,46.6,3.1149,5.6902,37226098,38776852512
2015/3/24,'002230,51,52.3,47.01,48,6.25,8.2767,54147202,41200405794
2015/3/25,'002230,51.38,52.5,50,50.51,0.7451,5.2934,34630198,41507389210
2015/3/26,'002230,48.78,52.32,48.54,50.18,-5.0603,6.1755,40401043,39406976365
2015/3/27,'002230,50.38,51.19,48.48,48.98,3.28,3.2975,21572706,40699538116
2015/3/30,'002230,50.45,52.3,49.13,50.6,0.1389,4.2057,27514172,40756087692
2015/3/31,'002230,52,52.5,49.42,50.33,3.0723,5.4548,35685569,42008256888
2015/4/1,'002230,55.9,57.19,51.9,52.11,7.5,5.6548,36994339,45158876155
2015/4/2,'002230,56.47,58.5,55.03,56.13,1.0197,4.6695,30548507,45619351278
2015/4/3,'002230,56,57.24,55,56.01,-0.8323,3.1724,20754125,45239661264
2015/4/7,'002230,60.7,61.38,57.14,57.18,8.3929,5.889,38526357,49036561406
2015/4/8,'002230,59.1,61.53,58.45,61.39,-2.6359,5.4409,35594805,47743999655
2015/4/9,'002230,58.53,58.9,54.5,58.88,-0.9645,5.9034,38620903,47283524532
2015/4/10,'002230,62.66,63.6,57.8,58.3,7.0562,6.145,40201483,50619949550
2015/4/13,'002230,68.05,68.84,61.39,62.5,8.602,5.8144,38038120,54974266947
2015/4/28,'002230,49.8,49.8,47.17,49.8,10.0066,7.2127,70779188,60346476722
2015/4/29,'002230,47.93,50.13,45.52,49.59,-3.755,6.5224,64005596,58080454403
2015/4/30,'002230,48.9,52,47.15,47.75,2.0238,6.2043,60884147,59255877745
2015/5/4,'002230,46.83,48.95,46,48.85,-4.2331,5.9388,58278721,56747500098
2015/5/5,'002230,43.96,46.8,43.9,46.8,-6.1286,4.8093,47194630,53269701138
2015/5/6,'002230,44.6,46.45,43.88,43.9,1.4559,4.2709,41911314,54045238189
2015/5/7,'002230,44.06,45.4,43.89,44.4,-1.2108,2.4,23551217,53390878803
2015/5/8,'002230,48.38,48.39,44.3,44.3,9.8048,5.4907,53881565,58625753892
2015/5/11,'002230,51.92,53.18,47.4,48.86,7.3171,6.6617,65371828,62915443201
2015/5/12,'002230,52.95,54.54,51.2,51.92,1.9838,5.6753,55692774,64163573141
2015/5/13,'002230,51.7,53.83,50.6,51.5,-2.3607,4.7775,46882526,62648852340
2015/5/14,'002230,51.77,53.98,51.5,53,0.1354,3.3328,32705300,62733676705
2015/5/15,'002230,49.98,51.1,49.22,50.99,-3.4576,3.5519,34855242,60564596517
2015/5/18,'002230,54.1,54.5,49.1,49.55,8.2433,5.7586,56509784,65557116278
2015/5/19,'002230,54.7,56.38,52.15,54.5,1.1091,5.1668,50702388,66284182263
2015/5/20,'002230,55.97,58.25,55.03,55.03,2.3218,4.8332,47428808,67823138597
2015/5/21,'002230,55.52,57.98,54.27,55.96,-0.804,5.0831,49880917,67277839108
2015/5/22,'002230,55.85,56.5,53.5,55.54,0.5944,5.2062,51089021,67677725400
2015/5/25,'002230,55.81,57.35,54.02,54.97,-0.0716,4.5388,44540371,67629254334
2015/5/26,'002230,58.4,59.97,55.5,55.92,4.6407,5.6121,55072507,70767755834
2015/5/27,'002230,56.62,58,55.77,58,-3.0479,5.8262,57173150,68610793413
2015/5/28,'002230,50.96,56.6,50.96,56.6,-9.9965,6.6959,65708260,61752137625
2015/5/29,'002230,51.3,53.43,48.37,50.8,0.6672,5.1427,50466455,62164141683
2015/6/1,'002230,53.4,54.5,51.8,51.8,4.0936,4.6099,45237170,64708872629
2015/6/2,'002230,58.3,58.58,53.41,53.6,9.176,7.2617,71259896,70646578170
2015/6/3,'002230,57.19,59.75,55.5,59,-1.9039,6.1291,60146090,69301506099
2015/6/4,'002230,55.28,57.79,51.47,57.75,-3.3397,5.1977,51005872,66987012715
2015/6/5,'002230,53.8,56.66,52.99,55.55,-2.6773,4.9509,48583536,65193583286
2015/6/8,'002230,50.35,53.2,50.23,53,-6.4126,5.5798,54755880,61012953874
2015/6/9,'002230,50.93,52.07,50.28,50.57,1.1519,3.4469,33825032,61715784326
2015/6/10,'002230,52.21,53,50.58,51.21,2.5133,4.593,45071504,63266858427
2015/6/11,'002230,52.25,54.55,52.11,54.01,0.0766,4.6433,45565578,63315329492
2015/6/12,'002230,51.69,52.8,51.02,52.11,-1.0718,3.7269,36572666,62636734573
2015/6/15,'002230,50.16,53.32,50.12,52.3,-2.96,4.314,42333942,60782716313
2015/6/16,'002230,46.1,49.1,45.2,49,-8.0941,5.1768,50801131,55862903150
2015/6/17,'002230,46.92,47.2,44.42,45.7,1.7787,4.1326,40553660,56856559996
2015/6/18,'002230,44.68,47.88,44.3,46.67,-4.7741,3.6351,35671459,54142180320
2015/6/19,'002230,40.46,44,40.41,43.88,-9.4449,4.1324,40552169,49028482895
2015/6/23,'002230,41.89,42,37.61,40.6,3.5344,4.3112,42306847,50761323492
2015/6/24,'002230,41.85,42.7,40.7,41.99,-0.0955,3.5199,34541520,50712852426
2015/6/25,'002230,39.21,42.5,38.5,42.35,-6.3082,3.3497,32871273,47513762094
2015/6/26,'002230,35.29,38,35.29,38,-9.9974,3.8745,38021421,42763597661
2015/6/29,'002230,31.76,36.2,31.76,35.8,-10.0028,5.9228,58121612,38486026118
2015/6/30,'002230,34.94,34.94,28.58,31,10.0126,7.9586,78098497,42339475837
2015/7/1,'002230,35.03,37.9,33.7,34.6,0.2576,9.0387,88698323,42448535734
2015/7/2,'002230,35.56,37.2,33.8,35.08,1.513,8.4098,82527133,43090777354
2015/7/3,'002230,37.06,39,32.2,35,4.2182,9.5661,93874054,44908442316
2015/7/6,'002230,36.8,40.77,33.4,40.77,-0.7016,11.7307,115114730,44593380389
2015/7/7,'002230,33.12,34.93,33.12,33.87,-10,5.8917,57816468,40134042350
2015/7/13,'002230,36.43,36.43,36.43,36.43,9.994,0.7185,7081610,44302559102
2015/7/14,'002230,40.07,40.07,40.07,40.07,9.9918,0.8684,8559783,48729166709
2015/7/15,'002230,36.06,41,36.06,41,-10.0075,7.2171,71134669,43852601736
2015/7/16,'002230,36.07,37.99,32.8,36.06,0.0277,6.4548,63620797,43864762745
2015/7/17,'002230,39.19,39.68,36.3,36.3,8.6498,7.1051,70030846,47658997837
2015/7/20,'002230,41.14,42.4,38.76,39.5,4.9758,7.847,77343130,50030394770
2015/7/21,'002230,40.21,41.36,39.5,40,-2.2606,4.9741,49026797,48899420848
2015/7/22,'002230,41.48,42.51,39.96,40,3.1584,6.5577,64634797,50443869107
2015/7/23,'002230,42.22,42.44,40.51,41.56,1.784,5.472,53933766,51343783840
2015/7/24,'002230,41.45,44.22,41.11,42.98,-1.8238,6.7179,66213804,50407386077
2015/7/27,'002230,37.31,41.4,37.31,40,-9.9879,5.5677,54877921,45372727974
2015/7/28,'002230,36.04,37.7,33.6,34.4,-3.4039,6.2282,61387401,43828279716
2015/7/29,'002230,38.9,39.05,35.66,37.41,7.9356,5.0011,49292507,47306328550
2015/7/30,'002230,36.69,39.47,36.63,38.88,-5.6812,4.1406,40811369,44618745360
2015/7/31,'002230,37.27,37.5,35.5,36.01,1.5808,4.2004,41400651,45324083935
2015/8/3,'002230,36.29,37.59,34.08,36.5,-2.6295,4.8042,47351801,44132304963
2015/8/4,'002230,38.35,38.41,35.5,36.5,5.6765,4.2115,41510134,46637473005
2015/8/5,'002230,37.73,39.51,37.35,38,-1.6167,3.5486,34976829,45883490390
2015/8/6,'002230,36.58,37.6,36.2,36.51,-3.048,2.2297,21976413,44484974251
2015/8/7,'002230,38.28,38.35,36.8,37,4.6473,3.4602,34105553,46552345936
2015/8/10,'002230,40.17,40.79,37.89,38.56,4.9373,5.0226,49504511,48850776809
2015/8/11,'002230,39.29,40.16,39.03,39.9,-2.1907,3.9046,38485374,47780607936
2015/8/12,'002230,38.3,39.49,38.2,38.7,-2.5197,2.8711,28299076,46576667955
2015/8/13,'002230,40.5,40.5,38.33,38.33,5.7441,4.4065,43432536,49252090136
2015/8/14,'002230,39.61,41.28,39.5,41.08,-2.1975,3.804,37494057,48169760254
2015/8/17,'002230,39.78,40.35,39.2,39.77,0.4292,2.6345,25966667,48376497422
2015/8/18,'002230,35.83,41.1,35.8,39.9,-9.9296,5.6998,56179485,43572898508
2015/8/19,'002230,36.98,37.28,34,34.6,3.2096,4.1266,40712571,47535848143
2015/8/20,'002230,38.01,40.68,36.66,36.66,2.7853,5.9565,58765870,48859859057
2015/8/21,'002230,34.81,37.45,34.75,36.9,-8.4188,4.7222,46588139,44746427092
2015/8/24,'002230,31.33,33.48,31.33,33,-9.9971,2.7323,26956900,40273069830
2015/8/25,'002230,28.2,29.5,28.2,28.2,-9.9904,4.0391,39848739,36249619190
2015/8/26,'002230,25.38,29.3,25.38,28.22,-10,6.0266,59457405,32624657271
2015/8/27,'002230,25.99,26.92,23.38,26.35,2.4035,4.4496,43899486,33408780239
2015/8/28,'002230,28.59,28.59,25.71,26.67,10.0038,5.2058,51359298,36750943711
2015/8/31,'002230,27.63,28.5,26.83,28.5,-3.3578,4.0148,39609237,35516914121
2015/9/1,'002230,26.19,27.38,25.02,27.1,-5.2117,3.9716,39183686,33665869737
2015/9/2,'002230,25.99,27.07,24.03,24.2,-0.7637,4.0426,39883947,33408780239
2015/9/7,'002230,26.64,27.8,26.51,26.75,2.501,2.658,26223253,34244321107
2015/9/8,'002230,28.93,29.01,26.21,26.51,8.5961,3.8226,37712907,37187995857
2015/9/9,'002230,29.93,31,29.02,29.3,3.4566,4.0689,40143012,38473443346
2015/9/10,'002230,28.72,30.29,28.52,29.3,-4.0428,2.562,25276020,36918051884
2015/9/11,'002230,29.58,30.1,28.91,29,2.9944,2.5921,25573014,38023536725
2015/9/14,'002230,26.62,29.97,26.62,29.95,-10.0068,2.9566,29169047,34218612157
2015/9/15,'002230,23.96,26.23,23.96,25.8,-9.9925,2.6691,26332619,30799321836
2015/9/16,'002230,26.36,26.36,24.2,24.45,10.0167,2.8658,28273626,33884395810
2015/9/17,'002230,26.41,28.28,26.08,26.55,0.1897,3.6222,35736039,33948668185
2015/9/18,'002230,26.7,27.26,26,26.89,1.0981,2.0039,19770383,34321447956
2015/9/21,'002230,28.39,28.4,26.03,26.1,6.3296,2.9723,29324669,36493854213
2015/9/22,'002230,28.1,28.82,27.67,28.61,-1.0215,2.3744,23425245,36121074441
2015/9/23,'002230,27.95,28.45,27.36,27.65,-0.5338,2.3387,23073730,35928257318
2015/9/24,'002230,28.69,29.3,28.01,28.01,2.6476,2.3594,23277676,36879488459
2015/9/25,'002230,26.61,28.94,26.08,28.74,-7.2499,2.6587,26230722,34205757682
2015/9/28,'002230,27.94,28.07,26.5,26.98,4.9981,2.1447,21159285,35915402843
2015/9/29,'002230,27.08,27.8,26.8,27.25,-3.078,1.714,16909802,34809918002
2015/9/30,'002230,26.8,27.58,26.35,27.15,-1.034,1.6612,16389354,34449992705
2015/10/8,'002230,28.29,28.8,27.7,28.1,5.5597,2.6242,25889740,36365309464
2015/10/9,'002230,30.6,30.95,28.3,28.6,8.1654,4.536,44751673,39334693163
2015/10/12,'002230,32,32.75,30.62,30.91,4.5752,4.5166,44560428,41134319648
2015/10/13,'002230,32.41,33.56,31.65,31.85,1.2813,3.8404,37888462,41661353119
2015/10/14,'002230,31.65,32.75,31.33,32.35,-2.345,2.7677,27305866,40684413027
2015/10/15,'002230,33.7,33.97,31.42,31.69,6.4771,3.5338,34863736,43319580379
2015/10/16,'002230,33.54,34.23,32.68,33.99,-0.4748,3.3711,33258843,43113908781
2015/10/19,'002230,32.99,34.54,32.7,33.69,-1.6398,3.4908,34439394,42406912662
2015/10/20,'002230,36.29,36.29,32.71,32.82,10.003,5.5302,54560409,46648889376
2015/10/21,'002230,36.19,39.66,35,38.3,-0.2756,9.3538,92283185,46520344627
2015/10/22,'002230,39.81,39.81,35.81,35.96,10.0028,9.5489,94208001,51173664537
2015/10/23,'002230,39.33,40.33,38.26,40.3,-1.2057,7.3015,72035195,50556649742
2015/10/26,'002230,40.9,41.25,38.09,39.5,3.9919,7.6225,75231824,52590660089
2015/10/27,'002230,40.09,41.8,38.3,40.02,-1.9804,4.6521,45915358,51549133569
2015/10/28,'002230,38.48,41.8,38.2,39.87,-4.016,5.3296,52601458,49478938881
2015/10/29,'002230,37.6,38.9,36.36,38.47,-2.2869,4.7966,47340941,48347403896
2015/10/30,'002230,37.35,38.59,36.3,37.43,-0.6649,3.7386,36899117,48025945094
2015/11/2,'002230,35.32,37.24,35,36,-5.4351,3.7734,37242306,45415699617
2015/11/3,'002230,35.49,36.49,35.06,35.9,0.4813,3.0856,30454143,45634291603
2015/11/4,'002230,38.36,38.5,36,36,8.0868,4.6906,46294732,49324638656
2015/11/5,'002230,37.27,39.21,37,38.22,-2.8415,4.8212,47583529,47923078277
2015/11/6,'002230,38.95,39.24,37.68,37.7,4.5076,4.4601,44020443,50083281430
2015/11/9,'002230,39.49,39.84,37.3,38.98,1.3864,5.2783,52095124,50777632443
2015/11/10,'002230,39.92,41.45,38.81,39,1.0889,4.5499,44905906,51330541583
2015/11/11,'002230,40.6,41.7,39.82,40.05,1.7034,3.9966,39445012,52204909526
2015/11/12,'002230,38.9,41.58,38.3,41.19,-4.1872,6.2436,61623162,50018989669
2015/11/13,'002230,37.13,38.58,37.07,38.4,-4.5501,3.6099,35628393,47743061347
2015/11/16,'002230,38.12,38.17,36,36.5,2.6663,3.8479,37977510,49016038205
2015/11/17,'002230,37.15,39.55,37.01,38.8,-2.5446,4.5368,44777348,47768778052
2015/11/18,'002230,36.65,38.13,36.51,37,-1.3459,3.3006,32575694,47125860447
2015/11/19,'002230,39.9,40.28,36.65,37.02,8.8677,6.7853,66968737,51304824879
2015/11/20,'002230,39.07,39.87,38.01,39.84,-2.0802,6.3393,62567567,50237581655
2015/11/23,'002230,37.67,38.88,36.79,37.83,-3.5833,4.8862,48225283,48437412361
2015/11/24,'002230,38.19,38.8,37.78,37.79,1.3804,3.0976,30572760,49106046670
2015/11/25,'002230,38.63,38.9,37.5,38.36,1.1521,3.4872,34417719,49671814162
2015/11/26,'002230,37.36,39.2,37.13,39.1,-3.2876,4.2998,42437548,48038803446
2015/11/27,'002230,35.19,37.81,34.02,37.19,-5.8084,3.7751,37259313,45248541040
2015/11/30,'002230,35.02,35.66,32.9,35,-0.4831,3.1692,31278783,45029949054
2015/12/1,'002230,35.2,35.99,34.7,35.03,0.514,2.279,22493574,45261399392
2015/12/2,'002230,34.99,35.5,33.67,35.2,-0.5966,1.8167,17930207,44991373998
2015/12/3,'002230,36,36.1,35.11,35.11,2.8865,1.9098,18848761,46290067560
2015/12/4,'002230,35.44,36.25,35.12,35.96,-1.5556,1.6322,16109290,45569999842
2015/12/7,'002230,36.3,36.45,35.48,35.55,2.4266,2.1982,21695311,46675818123
2015/12/8,'002230,35.08,36.31,35,36.18,-3.3609,2.113,20854936,45107099167
2015/12/9,'002230,35.13,35.66,34,34.91,0.1425,1.6619,16402056,45171390927
2015/12/10,'002230,35.35,35.99,35.1,35.33,0.6262,1.5402,15201622,45454274674
2015/12/11,'002230,34.75,35.38,34.7,35.04,-1.6973,1.3773,13593168,44682773548
2015/12/14,'002230,35.69,35.77,34.25,34.44,2.705,1.5205,15006695,45891458645
2015/12/15,'002230,37.19,37.68,35.85,35.92,4.2029,3.2635,32209542,47820211460
2015/12/16,'002230,36.76,37.59,36.72,37.27,-1.1562,2.2388,22096043,47267302320
2015/12/17,'002230,37.37,37.6,36.94,37.01,1.6594,3.2826,32397985,48051661798
2015/12/18,'002230,38.5,39.5,38.25,38.25,3.0238,6.0851,60058086,49504655585
2015/12/21,'002230,38.51,38.9,37.6,38.7,0.026,3.7129,36645379,49517513937
2015/12/22,'002230,37.75,38.69,37.15,38.51,-1.9735,3.563,35165691,48540279178
2015/12/23,'002230,37.94,38.95,37.37,37.78,0.5033,3.7926,37432164,48784587867
2015/12/24,'002230,37.4,38.35,37.19,38.1,-1.4233,2.1973,21686846,48090236854
2015/12/25,'002230,37.52,38.35,37.31,37.65,0.3209,1.8813,18568337,48244537079
2015/12/28,'002230,36.98,38.67,36.98,37.7,-1.4392,3.1374,30965581,47550186066
2015/12/29,'002230,37.26,37.29,36.49,37.11,0.7572,1.9829,19570783,47910219925
2015/12/30,'002230,38.12,38.25,36.8,37.25,2.3081,2.8824,28448736,49016038205
2015/12/31,'002230,37.05,38.33,37,38.11,-2.8069,2.0402,20136023,47640194531
2016/1/4,'002230,33.36,36.96,33.35,36.96,-9.9595,2.7689,27327847,42895462606
2016/1/5,'002230,31.87,32.94,30.02,30.02,-4.4664,4.2368,41816198,40979568143
2016/1/6,'002230,32.27,32.95,31.53,32.01,1.2551,2.6533,26187453,41493902227
2016/1/7,'002230,29.04,31.7,29.04,31.7,-10.0093,0.8256,8148817,37340654498
2016/1/8,'002230,28.42,29.98,26.35,29.52,-2.135,4.5298,44708267,36543436668
2016/1/11,'002230,25.8,28.25,25.8,27.46,-9.2189,3.4666,34214730,33174548418
2016/1/12,'002230,26.86,27.7,25.52,26.05,4.1085,3.1177,30771173,34537533741
2016/1/13,'002230,26,27.53,26,27.4,-3.2018,2.2434,22141500,33431715460
2016/1/14,'002230,27.85,27.97,24.8,24.8,7.1154,3.3989,33546473,35810510599
2016/1/15,'002230,26.7,27.73,26.4,27.3,-4.1293,2.5515,25182339,34331800107
2016/1/18,'002230,27.68,28.22,26.14,26.2,3.6704,2.8265,27896501,35591918613
2016/1/19,'002230,28.47,28.61,27.25,27.83,2.854,2.5401,25070536,36607728429
2016/1/20,'002230,27.65,28.63,27.4,28.45,-2.8802,2.8499,28127658,35553343557
2016/1/21,'002230,26.2,28.1,26.2,27.3,-5.2441,2.5221,24892388,33688882502
2016/1/22,'002230,26.67,26.88,25.87,26.8,1.7939,1.8164,17927743,34293225051
2016/1/25,'002230,27.22,27.66,26.72,27,2.0622,1.9582,19326546,35000434416
2016/1/26,'002230,24.9,26.98,24.5,26.97,-8.5231,2.5094,24767217,32017296729
2016/1/27,'002230,25.39,25.66,23.36,24.85,1.9679,2.8002,27637663,32647355982
2016/1/28,'002230,24.19,25.48,23.89,24.88,-4.7263,1.6531,16316104,31104353730
2016/1/29,'002230,25.3,25.67,24.11,24.16,4.5887,1.8891,18644585,32531630813
2016/2/1,'002230,24.86,25.47,24.6,25.31,-1.7391,1.3319,13145679,31965863321
2016/2/2,'002230,25.99,26.35,24.98,24.98,4.5455,1.8609,18366295,33418857108
2016/2/3,'002230,26.35,26.55,25.51,25.7,1.3851,1.554,15337399,33881757784
2016/2/4,'002230,27.19,27.6,26.25,26.39,3.1879,2.4531,24211510,34961859360
2016/2/5,'002230,26.78,27.55,26.77,27.19,-1.5079,1.5198,15000039,34434666924
2016/2/15,'002230,29.46,29.46,26,26,10.0075,4.9878,49228172,37880705287
2016/2/16,'002230,30.03,30.55,29.19,29.46,1.9348,5.3581,52883488,38613631356
2016/2/17,'002230,30.82,31.4,29.8,29.8,2.6307,4.5622,45027619,39629441172
2016/2/18,'002230,30.35,31.21,30.05,31,-1.525,2.7172,26817832,39025098624
2016/2/19,'002230,30.24,30.92,30.1,30.38,-0.3624,2.3902,23590768,38883656750
2016/2/22,'002230,30.56,30.89,30.18,30.88,1.0582,2.3507,23200840,39295124018
2016/2/23,'002230,31.29,32.2,30.4,30.56,2.3887,4.6008,45408852,40233783721
2016/2/24,'002230,30.06,31.18,29.37,30.8,-3.931,3.5685,35219740,38652206413
2016/2/25,'002230,27.22,29.94,27.05,29.94,-9.4478,4.2004,41456963,35000434416
2016/2/26,'002230,27.23,27.86,26.75,27.8,0.0367,2.0914,20641726,35013292768
2016/2/29,'002230,25.31,26.96,24.9,26.4,-7.051,3.0596,30221633,32564524485
2016/3/1,'002230,26.6,27.03,25.12,25.48,5.0968,2.7345,27010188,34224273066
2016/3/2,'002230,27.71,27.85,26.54,27,4.1729,2.6932,26602094,35652428822
2016/3/3,'002230,27.39,28.38,27.31,27.6,-1.1548,2.3921,23628206,35240708244
